shape,carat,cut,color,clarity,report,type
Round,1.72,Ideal,J,SI1,IGI,lab
Round,1.09,'Super Ideal',F,SI1,GCAL,lab
Round,0.82,'Super Ideal',G,VVS1,GIA,natural
Round,0.77,'Super Ideal',E,VS1,GIA,natural
Emerald,1.7,'Super Ideal',G,VS2,GIA,natural
Round,0.7,'Super Ideal',G,VVS2,GIA,natural
Round,1.45,'Super Ideal',F,VVS2,GIA,natural
Round,2.5,'Very Good',J,SI1,IGI,lab
Round,2.04,'Super Ideal',F,SI2,IGI,lab
Radiant,1.06,'Very Good',F,SI1,GCAL,lab
Oval,1.05,'Very Good',E,SI2,IGI,lab
Round,1.15,Ideal,E,VVS2,IGI,lab
Emerald,0.53,Ideal,H,SI1,GIA,natural
Princess,0.45,'Very Good',H,SI1,GIA,natural
Round,0.53,Ideal,G,VVS2,IGI,lab
Pear,0.3,Ideal,G,VS2,GIA,natural
Round,0.5,'Super Ideal',E,VVS2,GIA,natural
Round,0.7,'Super Ideal',G,VS2,GIA,natural
Round,0.5,'Very Good',G,IF,GIA,natural
Round,0.32,'Super Ideal',D,SI1,IGI,lab
Pear,0.7,'Super Ideal',J,SI1,GIA,natural
Oval,0.55,'Very Good',E,VS1,GCAL,lab
Round,0.5,'Super Ideal',E,VS2,GIA,natural
Radiant,1.04,Ideal,E,VS1,IGI,lab
Round,0.32,Ideal,E,VS1,GIA,natural
Round,0.46,'Super Ideal',F,VS2,GIA,natural
Round,0.5,Good,H,SI1,GIA,natural
Round,0.72,'Super Ideal',I,SI2,GIA,natural
Pear,0.51,'Very Good',D,VS2,GIA,natural
Round,0.3,Ideal,D,SI2,GIA,natural
Round,1.31,'Super Ideal',F,VVS2,GIA,natural
Princess,2.06,'Very Good',I,SI1,GCAL,lab
Oval,0.63,'Very Good',H,VVS2,GIA,natural
Oval,1.03,'Super Ideal',G,VS2,IGI,lab
Round,0.63,'Super Ideal',F,VS2,GIA,natural
Pear,2.09,Ideal,H,SI1,IGI,lab
Round,0.3,Ideal,D,VS2,GIA,natural
Round,0.9,'Very Good',J,SI1,GIA,natural
Round,0.4,Ideal,G,VVS2,GIA,natural
Round,0.32,Ideal,D,VS2,IGI,lab
Round,1.0,'Super Ideal',I,VVS2,IGI,lab
Round,1.09,'Super Ideal',F,SI1,IGI,lab
Round,1.7,'Super Ideal',H,VS1,IGI,lab
Round,1.7,'Super Ideal',I,VS2,IGI,lab
Round,0.6,'Super Ideal',H,VS1,GIA,natural
Round,1.4,Ideal,G,VS2,IGI,lab
Emerald,2.07,'Very Good',I,VS2,GCAL,lab
Round,0.52,'Super Ideal',I,VS2,IGI,lab
Princess,1.58,'Super Ideal',I,VS2,IGI,lab
Round,1.2,'Super Ideal',J,VS1,HRD,lab
Round,1.17,'Super Ideal',G,VS1,IGI,lab
Princess,0.31,Ideal,E,VS1,GIA,natural
Round,0.3,'Super Ideal',G,SI1,GIA,natural
Emerald,1.06,'Super Ideal',J,SI1,IGI,lab
Round,1.03,Ideal,I,VS2,IGI,lab
Round,3.01,Ideal,G,SI2,IGI,natural
Round,0.5,Ideal,D,VVS1,GIA,natural
Round,2.44,'Super Ideal',E,VVS1,GCAL,lab
Oval,0.73,'Very Good',E,VS1,GCAL,lab
Round,0.45,'Super Ideal',E,SI1,GIA,natural
Round,1.02,'Super Ideal',F,VS1,IGI,lab
Round,1.0,'Super Ideal',I,VVS1,GIA,natural
Round,0.5,Ideal,H,VS2,GIA,natural
Round,0.3,'Very Good',H,VVS1,GIA,natural
Princess,1.7,'Very Good',G,SI2,IGI,natural
Round,0.5,'Very Good',D,SI2,GIA,natural
Round,1.23,Ideal,J,VS1,IGI,lab
Emerald,0.76,'Very Good',E,SI2,GCAL,lab
Round,1.51,'Super Ideal',F,VS2,IGI,lab
Round,0.32,'Super Ideal',D,VVS2,IGI,lab
Round,0.5,Ideal,I,VS2,IGI,lab
Round,2.27,'Super Ideal',J,VS2,IGI,lab
Cushion,1.52,'Very Good',F,SI1,GCAL,lab
Round,0.83,'Super Ideal',E,VS1,GIA,natural
Round,0.8,'Super Ideal',G,VVS2,GIA,natural
Radiant,0.85,Good,F,SI2,IGI,lab
Cushion,0.92,'Very Good',E,SI1,IGI,lab
Oval,1.09,Ideal,E,VS1,IGI,lab
Round,1.06,'Super Ideal',D,VS1,IGI,lab
Round,0.3,'Very Good',E,SI2,GIA,natural
Round,0.96,'Super Ideal',F,SI2,IGI,lab
Round,0.84,'Super Ideal',G,VVS1,GIA,natural
Round,0.35,'Super Ideal',F,IF,GIA,natural
Round,1.56,Ideal,H,SI1,IGI,lab
Round,0.7,'Super Ideal',F,VVS2,GIA,natural
Emerald,0.5,'Super Ideal',F,VS1,GIA,natural
Pear,1.23,Ideal,E,SI2,GIA,natural
Round,0.5,'Very Good',G,VS2,GIA,natural
Round,0.5,Ideal,F,SI2,GIA,natural
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Round,1.15,Ideal,I,VS1,IGI,lab
Round,0.7,'Super Ideal',D,VVS2,IGI,lab
Round,0.7,'Super Ideal',H,VVS1,GIA,natural
Round,0.5,'Super Ideal',F,VS2,GIA,natural
Oval,2.09,'Super Ideal',G,VS1,IGI,lab
Round,0.7,'Very Good',E,SI1,GIA,natural
Emerald,1.03,'Super Ideal',H,VS1,GIA,natural
Round,2.01,'Very Good',I,VS2,HRD,lab
Round,0.42,'Super Ideal',G,VS2,GIA,natural
Oval,0.31,Ideal,E,VS1,IGI,lab
Oval,3.03,'Super Ideal',D,VS2,IGI,lab
Princess,1.02,Ideal,H,VVS2,IGI,lab
Emerald,0.9,'Very Good',E,SI2,IGI,lab
Round,0.9,'Super Ideal',H,SI2,GIA,natural
Emerald,0.39,Ideal,H,VS2,GIA,natural
Cushion,0.3,'Very Good',E,SI2,IGI,lab
Round,5.5,Ideal,E,VS2,IGI,lab
Oval,2.01,Ideal,G,SI2,GIA,natural
Cushion,1.22,'Very Good',J,VS2,GIA,natural
Oval,0.5,'Very Good',I,SI1,IGI,lab
Emerald,0.7,Ideal,G,VVS1,GIA,natural
Round,1.16,'Super Ideal',I,IF,GIA,natural
Round,0.45,Ideal,E,VS1,IGI,lab
Round,2.01,'Super Ideal',H,SI1,GIA,natural
Round,2.19,Ideal,J,VS2,IGI,lab
Round,0.27,'Super Ideal',G,VVS1,GIA,natural
Oval,0.79,Good,E,VS1,IGI,lab
Round,0.7,Ideal,E,VS1,IGI,lab
Pear,0.3,'Very Good',D,VS1,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Pear,0.4,'Very Good',E,VVS1,IGI,lab
Princess,0.5,'Super Ideal',E,VVS1,GIA,natural
Asscher,1.04,Ideal,D,SI2,IGI,lab
Round,0.3,'Very Good',F,VVS2,GIA,natural
Pear,0.5,Ideal,F,VS1,GIA,natural
Round,1.17,'Super Ideal',F,VS1,IGI,lab
Oval,2.07,'Very Good',J,VS2,IGI,lab
Emerald,1.1,'Super Ideal',G,VS2,IGI,lab
Round,1.1,Ideal,E,VS2,GCAL,lab
Round,0.52,'Super Ideal',D,VS1,GIA,natural
Round,0.3,'Super Ideal',D,VVS1,GIA,natural
Princess,1.0,'Super Ideal',G,VVS1,GIA,natural
Pear,0.52,Ideal,D,VS2,GIA,natural
Round,1.5,'Very Good',I,SI1,IGI,natural
Emerald,0.35,Ideal,F,VS1,GIA,natural
Round,1.08,Ideal,F,VVS2,IGI,lab
Round,0.3,'Super Ideal',H,VVS2,GIA,natural
Oval,0.33,'Very Good',E,VS2,IGI,lab
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Asscher,1.01,'Very Good',F,SI1,IGI,lab
Round,0.4,Ideal,F,VVS2,GIA,natural
Oval,2.03,Ideal,I,SI1,IGI,lab
Oval,0.7,'Very Good',D,VVS2,GIA,natural
Oval,0.64,Ideal,E,SI1,GIA,natural
Pear,0.7,Good,I,SI1,GIA,natural
Princess,0.3,Ideal,F,SI1,GIA,natural
Round,1.5,Good,G,VS2,GIA,natural
Cushion,1.01,'Very Good',D,VS2,IGI,lab
Round,0.5,Ideal,I,VS1,GIA,natural
Round,0.7,'Super Ideal',F,VS1,GIA,natural
Round,0.38,'Super Ideal',I,VVS1,GIA,natural
Round,1.07,Ideal,F,VVS2,IGI,lab
Round,0.8,'Super Ideal',D,SI2,GIA,natural
Round,1.19,'Super Ideal',I,VVS2,HRD,lab
Round,0.9,'Super Ideal',H,SI1,GIA,natural
Round,1.04,Ideal,G,VVS2,HRD,lab
Round,0.41,'Super Ideal',H,VVS1,GIA,natural
Round,0.4,'Super Ideal',E,VVS1,GIA,natural
Round,5.03,'Super Ideal',G,VS1,GIA,natural
Radiant,2.08,Ideal,D,VS1,GCAL,lab
Round,0.8,Ideal,G,SI2,GIA,natural
Round,1.01,'Super Ideal',I,VS1,GIA,natural
Oval,1.01,'Super Ideal',J,VS2,GIA,natural
Round,1.02,'Super Ideal',F,VS1,IGI,lab
Round,0.5,Ideal,D,VVS2,GIA,natural
Round,0.53,'Super Ideal',D,SI1,GIA,natural
Emerald,0.32,Ideal,D,IF,GIA,natural
Round,0.57,'Super Ideal',G,VVS1,GIA,natural
Round,0.3,'Very Good',D,VS1,GIA,natural
Round,0.63,'Super Ideal',E,VVS2,GIA,natural
Emerald,0.3,'Very Good',J,VS1,GIA,natural
Cushion,0.7,'Very Good',E,VS1,IGI,lab
Round,1.08,'Super Ideal',I,VS2,IGI,lab
Round,1.8,'Super Ideal',H,SI1,GIA,natural
Princess,0.51,Ideal,D,IF,GIA,natural
Round,0.3,'Very Good',D,VS1,IGI,lab
Cushion,2.4,'Very Good',E,VS1,GCAL,lab
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Round,2.99,'Very Good',E,SI1,IGI,lab
Round,0.5,'Very Good',D,VS2,GIA,natural
Cushion,1.06,'Very Good',E,VS2,IGI,lab
Oval,1.0,'Very Good',F,SI2,GIA,natural
Round,0.32,'Super Ideal',G,VS2,GIA,natural
Round,1.4,'Super Ideal',I,VS2,IGI,lab
Round,1.18,Ideal,I,VS1,IGI,lab
Emerald,0.5,Ideal,H,VS2,GCAL,lab
Round,1.5,Ideal,I,VS1,IGI,lab
Round,0.3,Ideal,F,VS2,GIA,natural
Round,0.53,'Super Ideal',E,VS1,GIA,natural
Round,0.5,'Super Ideal',F,VS2,GIA,natural
Marquise,0.7,'Very Good',F,SI2,GIA,natural
Round,0.31,Ideal,G,VS2,IGI,natural
Round,0.26,Ideal,E,VS2,GIA,natural
Round,0.9,Good,H,SI2,GIA,natural
Round,2.0,Ideal,J,VS1,IGI,lab
Round,1.01,Good,F,SI1,GIA,natural
Round,0.31,'Super Ideal',E,VS2,GIA,natural
Oval,2.51,'Very Good',H,VS1,IGI,lab
Round,0.4,'Super Ideal',D,VS2,GIA,natural
Round,0.34,'Super Ideal',G,VVS1,GIA,natural
Round,0.46,'Super Ideal',D,SI1,GIA,natural
Oval,1.19,Ideal,E,VS2,IGI,lab
Emerald,2.11,Ideal,F,VS1,IGI,lab
Round,1.03,'Super Ideal',G,SI1,GIA,natural
Round,0.4,'Super Ideal',H,VVS2,GIA,natural
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Emerald,0.91,'Very Good',D,VVS1,GIA,natural
Pear,0.5,Ideal,I,SI1,IGI,lab
Round,0.33,'Super Ideal',G,SI1,IGI,lab
Pear,2.0,Ideal,I,SI1,IGI,lab
Round,1.12,Ideal,I,VS1,IGI,lab
Round,1.6,'Very Good',J,SI1,GCAL,lab
Cushion,2.03,Ideal,D,VS1,IGI,lab
Princess,1.21,'Super Ideal',F,VVS1,IGI,lab
Round,0.41,'Super Ideal',G,VVS2,GIA,natural
Round,0.25,'Super Ideal',E,VVS2,GIA,natural
Round,0.7,'Super Ideal',E,VS2,GIA,natural
Pear,0.6,Ideal,H,VS2,IGI,lab
Emerald,0.52,Ideal,E,VS2,GIA,natural
Emerald,1.0,'Very Good',J,SI2,IGI,lab
Round,0.4,'Very Good',D,SI1,GIA,natural
Pear,1.04,'Very Good',F,VVS2,IGI,lab
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Pear,1.03,Ideal,E,VS1,IGI,lab
Round,1.2,'Super Ideal',F,VS2,GIA,natural
Pear,0.3,Good,D,VVS2,GIA,natural
Round,2.38,'Super Ideal',G,VVS2,IGI,lab
Pear,0.55,'Super Ideal',E,VVS2,IGI,lab
Oval,1.71,Ideal,I,SI1,GIA,natural
Round,0.37,'Super Ideal',D,VS2,GIA,natural
Princess,0.39,Ideal,D,VS1,GIA,natural
Round,0.54,Ideal,E,VS1,IGI,lab
Round,0.27,Ideal,D,SI1,GIA,natural
Round,0.4,'Super Ideal',E,VVS1,GIA,natural
Emerald,2.03,'Very Good',E,SI1,IGI,lab
Round,1.57,Ideal,J,VVS2,HRD,lab
Round,0.5,'Very Good',D,VVS2,GIA,natural
Oval,0.82,'Very Good',F,SI1,GIA,natural
Round,0.37,'Super Ideal',G,SI1,GIA,natural
Round,0.43,'Super Ideal',H,VS1,IGI,lab
Round,0.36,'Super Ideal',D,VVS2,GIA,natural
Asscher,0.9,'Super Ideal',J,VVS1,GIA,natural
Pear,2.0,Ideal,D,VS1,IGI,lab
Round,0.5,Ideal,D,VS1,IGI,lab
Pear,1.29,Ideal,H,SI1,GIA,natural
Round,0.8,Ideal,F,VS2,GIA,natural
Princess,0.31,'Very Good',E,SI1,GIA,natural
Round,1.17,Ideal,I,VS2,IGI,lab
Round,0.5,'Very Good',G,VVS2,GIA,natural
Round,0.7,'Super Ideal',E,SI1,GIA,natural
Round,2.01,Ideal,J,VS2,IGI,lab
Round,2.13,'Super Ideal',F,VS2,IGI,lab
Round,2.04,'Super Ideal',G,VS1,IGI,lab
Round,0.5,'Very Good',E,VS1,GIA,natural
Round,0.3,'Super Ideal',G,VVS2,GIA,natural
Round,1.01,'Super Ideal',G,VS2,GIA,natural
Emerald,4.0,Good,E,VVS1,GIA,natural
Oval,1.5,'Super Ideal',I,SI2,IGI,natural
Round,0.71,'Super Ideal',F,VS1,IGI,lab
Round,1.21,Ideal,J,VS2,IGI,lab
Round,0.4,'Very Good',E,SI1,IGI,lab
Cushion,1.52,'Super Ideal',E,SI1,IGI,lab
Princess,1.52,Ideal,F,VS1,GIA,natural
Cushion,2.02,Ideal,J,SI2,IGI,lab
Princess,1.01,Ideal,I,SI2,GIA,natural
Emerald,0.3,Ideal,E,VS1,GIA,natural
Round,0.33,'Super Ideal',E,VS2,IGI,lab
Oval,1.29,Ideal,J,SI2,GIA,natural
Round,1.12,Ideal,I,VS1,IGI,lab
Round,0.4,'Super Ideal',H,VS2,GIA,natural
Pear,1.5,'Very Good',F,SI1,GIA,natural
Oval,2.39,Ideal,G,SI2,IGI,natural
Round,2.13,'Super Ideal',F,VS1,IGI,lab
Heart,0.31,'Very Good',E,IF,GIA,natural
Oval,1.6,Ideal,H,SI2,GIA,natural
Round,0.3,'Super Ideal',G,VS2,GIA,natural
Pear,1.06,Ideal,F,VS1,IGI,lab
Oval,0.35,'Very Good',D,VS2,IGI,lab
Round,0.3,'Super Ideal',G,IF,GIA,natural
Round,1.09,Ideal,G,VS2,IGI,lab
Round,0.31,'Super Ideal',E,VS1,GIA,natural
Round,1.0,'Super Ideal',E,SI1,IGI,lab
Round,0.5,'Very Good',G,VS2,GIA,natural
Round,0.33,'Super Ideal',D,VS2,IGI,lab
Emerald,0.52,'Very Good',J,VS1,IGI,lab
Round,0.4,'Very Good',G,VS1,GIA,natural
Round,1.3,Ideal,I,SI1,IGI,lab
Princess,0.81,Ideal,I,VS2,IGI,lab
Radiant,0.71,Good,F,SI1,IGI,lab
Emerald,2.01,Ideal,E,VS2,GCAL,lab
Cushion,1.2,'Super Ideal',E,SI1,GIA,natural
Round,0.32,'Super Ideal',F,IF,GIA,natural
Asscher,1.01,'Very Good',F,SI2,IGI,lab
Oval,1.6,'Super Ideal',G,SI2,GIA,natural
Round,1.23,Ideal,F,VVS2,IGI,lab
Oval,0.3,Ideal,D,VS1,GIA,natural
Radiant,1.02,'Very Good',E,SI1,IGI,lab
Round,0.45,'Super Ideal',G,VS1,GIA,natural
Round,1.01,'Super Ideal',G,SI2,IGI,lab
Round,0.35,'Super Ideal',I,VVS2,GIA,natural
Round,0.5,'Super Ideal',D,VVS2,GIA,natural
Round,0.4,'Very Good',E,VS1,GIA,natural
Round,0.3,'Very Good',G,VS1,IGI,lab
Pear,0.9,Ideal,D,IF,GIA,natural
Oval,0.5,'Very Good',E,VVS2,IGI,lab
Round,0.4,'Super Ideal',E,VVS2,GIA,natural
Round,0.4,'Super Ideal',F,SI1,GIA,natural
Pear,0.3,'Very Good',E,VS1,GIA,natural
Round,0.6,'Super Ideal',I,SI1,GIA,natural
Round,1.06,'Super Ideal',F,SI1,GIA,natural
Pear,0.46,'Very Good',G,VVS2,GIA,natural
Round,0.62,'Very Good',E,SI2,GIA,natural
Round,0.4,'Very Good',E,SI1,GIA,natural
Round,1.81,Ideal,I,VS2,IGI,lab
Round,1.53,'Super Ideal',H,VS2,IGI,lab
Asscher,1.5,'Very Good',F,SI1,IGI,lab
Pear,2.31,Ideal,E,VVS2,IGI,lab
Round,3.0,Ideal,D,VVS2,IGI,lab
Radiant,0.5,Ideal,E,VS1,GIA,natural
Oval,0.38,Ideal,D,VS2,IGI,lab
Emerald,0.5,'Very Good',J,SI1,GIA,natural
Oval,0.51,Ideal,E,VS2,GCAL,lab
Oval,2.06,'Super Ideal',J,SI1,IGI,lab
Pear,0.3,Good,I,VS2,GIA,natural
Oval,2.01,'Super Ideal',F,VVS2,IGI,lab
Round,0.26,'Super Ideal',D,VS1,GIA,natural
Round,0.32,'Super Ideal',D,VVS2,IGI,lab
Marquise,1.1,'Very Good',H,VS1,GCAL,lab
Princess,0.3,Fair,J,VS1,GIA,natural
Round,0.51,'Super Ideal',D,VS1,GIA,natural
Round,0.59,Ideal,G,VS2,IGI,lab
Round,0.6,Ideal,E,VVS2,IGI,lab
Oval,2.01,'Super Ideal',J,VS1,IGI,lab
Round,0.4,Ideal,D,VVS2,GIA,natural
Oval,1.01,Ideal,F,VS1,GIA,natural
Round,2.2,'Super Ideal',G,VS1,IGI,lab
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Round,0.3,'Super Ideal',D,SI1,GIA,natural
Oval,2.3,Ideal,D,VVS2,IGI,lab
Round,1.21,'Very Good',H,SI1,GIA,natural
Oval,1.2,Ideal,H,SI2,GIA,natural
Round,0.5,Good,G,SI2,GIA,natural
Round,0.52,'Very Good',E,SI2,IGI,lab
Asscher,4.03,Good,G,SI2,IGI,lab
Round,0.32,'Super Ideal',E,VS2,GIA,natural
Pear,0.3,Ideal,D,VS2,GIA,natural
Oval,1.0,Ideal,D,SI2,GIA,natural
Round,0.3,'Super Ideal',E,VS1,GIA,natural
Round,0.82,'Super Ideal',I,VS2,GIA,natural
Round,1.51,Ideal,I,VS2,IGI,lab
Oval,2.02,Ideal,I,SI1,IGI,lab
Round,0.5,'Super Ideal',E,SI2,GIA,natural
Emerald,1.08,'Very Good',H,VS2,GCAL,lab
Round,1.0,Ideal,F,VS1,IGI,lab
Round,0.34,'Super Ideal',G,VVS1,GIA,natural
Emerald,1.01,Ideal,E,VS2,GIA,natural
Pear,0.54,Good,G,VS2,IGI,lab
Round,0.3,Ideal,D,VVS1,GIA,natural
Round,0.7,'Very Good',I,SI2,GIA,natural
Round,1.71,'Super Ideal',G,SI1,IGI,lab
Round,0.3,'Very Good',D,VVS2,GIA,natural
Round,0.35,'Super Ideal',G,VVS2,GIA,natural
Round,1.53,Ideal,I,SI1,IGI,lab
Asscher,1.6,'Very Good',F,VVS2,GIA,natural
Round,0.6,'Super Ideal',F,VS2,GIA,natural
Pear,0.31,Ideal,D,VS2,GIA,natural
Marquise,0.72,Ideal,D,SI2,GIA,natural
Radiant,1.4,'Super Ideal',D,VS1,GIA,natural
Round,0.5,'Very Good',E,VVS1,GIA,natural
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Round,0.83,'Super Ideal',E,VVS1,GIA,natural
Marquise,1.01,'Super Ideal',H,SI2,IGI,lab
Round,0.25,Ideal,E,IF,GIA,natural
Round,0.3,'Super Ideal',H,VS1,GIA,natural
Oval,0.8,Ideal,F,SI2,GIA,natural
Round,0.4,Ideal,F,VVS1,GIA,natural
Round,0.32,'Super Ideal',G,VVS1,GIA,natural
Princess,1.51,'Super Ideal',E,VVS2,IGI,lab
Emerald,1.07,Ideal,F,VS1,IGI,lab
Round,1.65,Ideal,I,VS2,IGI,lab
Emerald,3.02,'Super Ideal',E,VS1,IGI,lab
Oval,0.32,Ideal,D,VS1,GIA,natural
Round,0.55,'Super Ideal',H,SI1,IGI,lab
Round,0.36,'Super Ideal',E,VVS1,GIA,natural
Round,0.3,'Super Ideal',F,SI1,GIA,natural
Round,2.0,'Very Good',I,VS1,IGI,lab
Round,1.26,'Super Ideal',G,VVS2,IGI,lab
Pear,0.3,Ideal,G,VS1,GIA,natural
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Round,0.4,'Very Good',G,VS1,GIA,natural
Princess,0.5,Good,I,VS2,GIA,natural
Round,0.71,'Super Ideal',E,VS2,GIA,natural
Round,0.34,'Super Ideal',F,VS1,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Round,0.32,'Super Ideal',G,SI1,GIA,natural
Round,0.9,'Very Good',J,SI1,GIA,natural
Round,0.4,'Super Ideal',H,VVS2,GIA,natural
Round,1.2,'Super Ideal',J,VS2,HRD,lab
Round,0.4,'Super Ideal',G,VS2,GIA,natural
Round,0.35,'Very Good',I,IF,GIA,natural
Round,0.51,'Super Ideal',H,IF,GIA,natural
Round,1.12,'Super Ideal',I,SI1,IGI,lab
Round,0.32,'Super Ideal',E,VS1,GIA,natural
Round,1.01,'Super Ideal',H,VS1,GIA,natural
Round,1.22,'Super Ideal',J,SI1,IGI,lab
Round,0.3,Ideal,I,VVS2,GIA,natural
Princess,1.09,Ideal,F,VS1,GCAL,lab
Round,1.04,'Super Ideal',I,VVS2,IGI,lab
Pear,0.7,'Very Good',F,VS2,GIA,natural
Round,1.0,Good,H,SI1,GIA,natural
Round,0.8,'Very Good',E,SI1,GIA,natural
Oval,0.4,'Very Good',D,SI1,GIA,natural
Round,0.9,'Very Good',G,VS2,GIA,natural
Round,0.8,Ideal,J,SI1,GIA,natural
Round,0.61,'Super Ideal',E,VS1,GIA,natural
Pear,1.15,Ideal,E,VS1,IGI,lab
Round,0.4,Ideal,F,VS1,GIA,natural
Round,0.4,'Very Good',G,VS2,GIA,natural
Round,0.43,'Super Ideal',E,VS2,IGI,lab
Round,1.5,'Super Ideal',J,VS2,HRD,lab
Pear,0.3,Ideal,E,VS2,GIA,natural
Princess,0.3,Ideal,E,VS2,GIA,natural
Cushion,0.71,'Super Ideal',E,SI1,GIA,natural
Oval,0.32,Ideal,E,VVS2,IGI,lab
Pear,1.5,Ideal,F,VS2,GCAL,lab
Princess,0.8,Ideal,F,VS1,GIA,natural
Round,0.35,'Super Ideal',F,IF,GIA,natural
Round,1.71,'Super Ideal',J,VS1,IGI,lab
Oval,0.3,Ideal,D,VVS1,GIA,natural
Round,2.9,'Super Ideal',J,SI2,GIA,natural
Oval,1.51,Ideal,I,SI2,IGI,natural
Round,0.58,'Very Good',E,VS2,IGI,lab
Round,0.8,'Super Ideal',G,VS1,GIA,natural
Pear,2.01,Ideal,I,SI1,IGI,lab
Round,1.31,Ideal,I,SI1,IGI,lab
Princess,0.5,Ideal,D,VVS2,GIA,natural
Round,2.12,Ideal,J,SI1,IGI,lab
Round,0.3,'Super Ideal',G,VVS2,GIA,natural
Pear,0.75,Ideal,H,VS1,GIA,natural
Oval,1.2,'Very Good',F,SI2,IGI,natural
Princess,2.15,'Super Ideal',F,VVS2,IGI,lab
Round,1.6,'Super Ideal',I,VS2,GIA,natural
Pear,0.5,Ideal,H,VS1,IGI,lab
Round,0.3,Ideal,I,VVS1,GIA,natural
Round,1.04,'Super Ideal',I,VS1,IGI,lab
Round,0.46,'Very Good',G,VS2,GIA,natural
Round,0.32,'Super Ideal',D,SI1,GIA,natural
Round,0.5,'Super Ideal',E,SI1,GIA,natural
Round,0.26,'Super Ideal',G,VVS2,GIA,natural
Round,1.02,'Super Ideal',J,VVS2,GIA,natural
Round,0.6,'Very Good',G,VVS1,GIA,natural
Oval,1.76,'Super Ideal',I,VS2,IGI,lab
Round,0.46,'Very Good',E,VVS2,IGI,lab
Round,0.5,'Super Ideal',I,VS2,GIA,natural
Round,1.1,Ideal,I,VVS2,IGI,lab
Cushion,0.52,Ideal,D,VS1,GIA,natural
Round,1.28,'Super Ideal',I,IF,GIA,natural
Cushion,0.3,'Very Good',G,SI1,IGI,lab
Round,1.5,Ideal,I,VVS1,IGI,lab
Round,1.09,Ideal,E,VS2,GIA,natural
Marquise,0.72,Ideal,G,VS2,GIA,natural
Round,0.7,'Super Ideal',E,VVS2,GIA,natural
Round,0.29,Ideal,D,SI1,IGI,lab
Round,0.44,'Very Good',E,SI1,IGI,lab
Oval,0.3,Ideal,F,VS1,GIA,natural
Round,0.5,'Super Ideal',H,SI1,GIA,natural
Cushion,1.7,Ideal,I,VS2,IGI,lab
Round,1.2,'Super Ideal',D,IF,GIA,natural
Round,1.72,Ideal,D,VVS1,IGI,lab
Radiant,0.58,'Very Good',I,SI1,IGI,lab
Round,0.4,'Super Ideal',E,VS1,GIA,natural
Round,0.8,'Super Ideal',I,SI2,GIA,natural
Round,0.27,'Super Ideal',H,VVS2,GIA,natural
Round,0.7,Ideal,F,VS1,GIA,natural
Round,1.55,Ideal,I,VS1,IGI,lab
Pear,0.55,'Very Good',H,SI2,IGI,lab
Round,0.34,'Super Ideal',D,SI1,GIA,natural
Oval,0.5,Ideal,F,VS1,GIA,natural
Round,1.44,'Super Ideal',I,VS1,IGI,lab
Asscher,1.53,Ideal,E,VS1,GCAL,lab
Round,2.01,'Very Good',J,VS2,IGI,lab
Round,0.7,Ideal,J,VS2,GIA,natural
Round,0.5,'Super Ideal',D,VVS1,GIA,natural
Round,0.34,'Super Ideal',D,VVS1,GIA,natural
Round,0.6,'Super Ideal',G,VS2,GIA,natural
Round,0.33,'Super Ideal',H,VS2,GIA,natural
Round,0.3,Ideal,D,VS2,IGI,lab
Round,1.02,Ideal,D,VS1,IGI,lab
Round,0.54,'Super Ideal',F,VS2,GIA,natural
Round,0.4,Good,D,VS2,GIA,natural
Cushion,0.32,Good,E,VS1,IGI,lab
Round,0.4,'Super Ideal',E,VS2,GIA,natural
Round,0.74,'Super Ideal',D,SI2,GIA,natural
Princess,2.07,Ideal,J,VS1,IGI,lab
Round,0.56,'Super Ideal',E,VVS1,GIA,natural
Round,0.31,Ideal,D,VS1,IGI,lab
Pear,0.35,Ideal,D,SI1,GIA,natural
Round,0.8,'Super Ideal',D,VS1,GIA,natural
Round,1.6,'Super Ideal',J,VS1,IGI,lab
Emerald,0.36,'Super Ideal',G,VVS1,GIA,natural
Princess,0.3,Ideal,F,VS1,GIA,natural
Asscher,1.5,Ideal,E,VS1,GCAL,lab
Round,0.3,'Super Ideal',F,VS2,GIA,natural
Round,0.54,'Super Ideal',H,VS1,GIA,natural
Round,0.7,Ideal,D,VVS2,IGI,lab
Round,1.02,'Super Ideal',I,VS1,IGI,lab
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Oval,0.52,'Very Good',H,VS1,GCAL,lab
Cushion,0.39,'Very Good',D,VS1,IGI,lab
Round,1.31,Ideal,F,VS1,IGI,lab
Round,1.51,'Super Ideal',I,SI2,HRD,lab
Oval,0.65,'Super Ideal',H,VS2,IGI,lab
Round,0.33,'Super Ideal',E,VS2,GIA,natural
Emerald,1.5,'Super Ideal',E,SI1,IGI,lab
